moisture,nitrogen,phosphorus,potassium,soil_type,crop
54.41,8,11,0,Black,Millets
38.73,27,17,0,Sandy,Sugarcane
34.07,10,20,20,Loamy,Cotton
22,17,40,3,Clayey,Wheat
28.28,23,20,0,Red,Maize
22.5,11,7,0,Red,Sugarcane
20.63,16,15,1,Black,Maize
20,4,25,5,Sandy,Paddy
39.99,13,43,0,Clayey,Barley
56.74,35,0,0,Clayey,Cotton
28.54,7,18,1,Red,Maize
42.92,23,19,0,Red,Pulses
46.51,9,21,22,Red,Sugarcane
31.32,25,21,0,Loamy,Sugarcane
63.49,36,0,4,Loamy,Cotton
49.6,14,6,1,Black,Millets
59.07,40,3,0,Sandy,Oil seeds
58.41,12,18,8,Red,Maize
34.52,11,43,0,Clayey,Cotton
47.46,7,34,0,Black,Wheat
39.37,37,0,0,Loamy,Paddy
52.94,8,37,0,Clayey,Tobacco
40.07,39,0,0,Sandy,Oil seeds
48.79,15,15,12,Black,Ground Nuts
35.76,14,37,0,Sandy,Oil seeds
27.04,35,0,1,Sandy,Maize
50.9,17,33,0,Sandy,Tobacco
29.2,36,0,0,Red,Barley
50.94,22,16,0,Clayey,Paddy
56.62,26,19,0,Red,Cotton
67.76,16,37,0,Red,Pulses
40.66,7,24,14,Sandy,Wheat
64.77,7,30,11,Sandy,Cotton
32.08,8,34,0,Red,Oil seeds
49.81,24,24,2,Clayey,Cotton
61.68,8,14,17,Sandy,Cotton
43.94,13,37,0,Red,Sugarcane
32.28,27,25,0,Sandy,Ground Nuts
38.2,45,4,3,Sandy,Oil seeds
40.58,6,19,17,Black,Wheat
62.48,7,9,17,Black,Ground Nuts
44.74,38,0,0,Loamy,Ground Nuts
66.68,15,12,7,Sandy,Maize
38.43,16,10,0,Loamy,Oil seeds
32.35,9,27,10,Black,Oil seeds
50.53,5,30,6,Black,Maize
35.06,40,3,2,Clayey,Millets
38.7,41,0,0,Red,Millets
65.83,34,0,3,Red,Maize
24.67,26,16,1,Loamy,Millets
20,5,27,13,Black,Oil seeds
47.05,21,26,2,Red,Oil seeds
36.67,10,17,14,Loamy,Sugarcane
58.49,34,0,3,Red,Barley
44.89,11,43,3,Black,Oil seeds
29.82,10,33,2,Sandy,Tobacco
46.14,8,38,4,Sandy,Millets
23.67,39,0,4,Loamy,Wheat
38.04,13,35,0,Sandy,Paddy
24.53,14,5,0,Loamy,Maize
43.37,26,21,2,Clayey,Pulses
50.21,1,19,21,Black,Pulses
32.87,16,14,0,Red,Pulses
56.3,11,37,0,Loamy,Sugarcane
49.76,3,37,10,Red,Millets
44.58,9,11,8,Loamy,Millets
34.94,16,18,4,Clayey,Sugarcane
54.76,7,13,16,Black,Maize
26.6,5,15,15,Clayey,Tobacco
31.9,25,20,3,Loamy,Cotton
45.56,9,11,14,Loamy,Oil seeds
38.75,9,10,1,Red,Sugarcane
60.99,13,11,0,Red,Cotton
28.28,12,17,2,Sandy,Wheat
25.48,10,36,3,Clayey,Sugarcane
32.03,38,4,1,Sandy,Barley
39.11,16,43,0,Red,Ground Nuts
35.87,11,28,3,Clayey,Paddy
55.48,11,36,0,Red,Wheat
66.03,38,3,3,Red,Sugarcane
36.46,37,4,0,Black,Ground Nuts
47.57,5,21,15,Black,Maize
43.18,25,25,3,Red,Maize
32.51,6,33,11,Loamy,Ground Nuts
41.92,19,21,0,Clayey,Cotton
54.07,20,15,3,Red,Ground Nuts
53.6,11,15,16,Sandy,Tobacco
31.78,24,23,0,Loamy,Barley
30.28,15,12,1,Clayey,Sugarcane
58.53,37,0,0,Sandy,Wheat
56.55,4,14,0,Red,Ground Nuts
59,35,2,2,Clayey,Ground Nuts
44.13,25,19,0,Sandy,Pulses
42.9,3,31,11,Clayey,Ground Nuts
61.02,32,1,2,Red,Oil seeds
47.07,16,38,1,Clayey,Tobacco
26.77,40,0,0,Sandy,Tobacco
27.77,17,23,4,Sandy,Maize
68.28,13,10,0,Clayey,Millets
41.01,39,0,0,Clayey,Maize
55.4,42,0,0,Loamy,Tobacco
22.3,16,41,0,Red,Cotton
57.45,7,8,2,Clayey,Sugarcane
38.98,40,1,0,Black,Maize
70,34,2,4,Red,Sugarcane
37.05,12,13,4,Clayey,Sugarcane
31.14,15,34,0,Black,Barley
58.05,13,16,15,Clayey,Maize
42.3,11,31,0,Red,Barley
58.58,35,4,4,Red,Sugarcane
21.84,36,3,2,Clayey,Cotton
47.7,27,19,4,Clayey,Sugarcane
30.6,14,42,0,Black,Paddy
22.83,40,0,4,Sandy,Oil seeds
33.25,5,34,4,Sandy,Paddy
49.8,41,1,1,Black,Millets
49.69,11,5,0,Clayey,Wheat
48.67,10,12,15,Black,Ground Nuts
41.61,20,22,0,Clayey,Tobacco
36.25,33,0,1,Clayey,Millets
56.53,6,27,5,Clayey,Cotton
49.42,38,0,0,Black,Millets
55.95,3,28,10,Sandy,Sugarcane
56.06,26,14,0,Red,Wheat
70,7,9,4,Black,Sugarcane
49.15,9,31,0,Loamy,Millets
29.7,37,0,0,Clayey,Maize
26.52,17,13,0,Red,Millets
29.22,3,33,12,Black,Pulses
42.8,14,36,0,Black,Barley
31.07,8,10,2,Loamy,Sugarcane
47.29,23,24,0,Sandy,Tobacco
31.4,19,22,2,Loamy,Paddy
26.7,28,14,0,Black,Oil seeds
50.44,36,0,3,Sandy,Cotton
31.35,9,16,20,Loamy,Barley
33.35,18,23,4,Clayey,Wheat
39.21,38,0,0,Black,Cotton
22.19,18,9,15,Loamy,Sugarcane
44.88,9,10,14,Black,Millets
47.11,37,1,0,Clayey,Millets
40.26,13,9,1,Black,Sugarcane
51.36,35,3,4,Black,Barley
34.29,9,25,2,Black,Barley
44.44,43,0,1,Loamy,Paddy
37.31,14,37,0,Clayey,Sugarcane
69.59,10,29,10,Black,Oil seeds
24.42,19,24,2,Sandy,Cotton
43.45,20,16,2,Clayey,Ground Nuts
39.79,11,13,0,Loamy,Millets
42.67,19,19,1,Clayey,Barley
38.53,3,16,22,Loamy,Pulses
44.75,12,13,0,Red,Cotton
44.54,6,17,17,Red,Ground Nuts
35.82,17,21,0,Black,Sugarcane
67.23,14,10,16,Clayey,Paddy
47.53,16,10,0,Clayey,Tobacco
24.47,12,27,3,Loamy,Cotton
51.34,22,14,0,Red,Maize
45.82,37,0,0,Black,Cotton
32.25,39,0,0,Sandy,Paddy
49.85,26,17,0,Sandy,Millets
62.58,10,33,11,Black,Oil seeds
37.36,13,34,4,Red,Maize
40.09,42,0,0,Loamy,Sugarcane
70,9,12,0,Loamy,Paddy
44.6,9,32,12,Black,Millets
56.66,23,21,0,Red,Wheat
32.37,35,1,0,Clayey,Paddy
31.09,42,0,0,Red,Oil seeds
61.96,13,29,10,Loamy,Paddy
38.69,39,0,0,Black,Paddy
52.96,21,22,0,Clayey,Oil seeds
62.54,13,10,8,Black,Wheat
62.52,6,29,4,Loamy,Pulses
38.07,32,0,4,Clayey,Paddy
33.85,36,0,3,Sandy,Pulses
33.06,26,23,0,Clayey,Ground Nuts
42.05,40,4,0,Loamy,Oil seeds
26.82,8,5,1,Sandy,Maize
46.73,40,0,3,Clayey,Ground Nuts
67.77,14,18,0,Black,Wheat
51.35,14,38,0,Loamy,Paddy
44.07,14,39,3,Sandy,Millets
54.59,24,15,1,Loamy,Pulses
46.23,11,18,10,Black,Ground Nuts
43.23,26,23,1,Red,Sugarcane
47.74,1,12,13,Loamy,Millets
63.99,10,8,0,Loamy,Pulses
42.44,33,1,2,Red,Tobacco
51.69,34,0,0,Clayey,Maize
57.68,35,0,0,Sandy,Pulses
46.16,20,18,0,Sandy,Ground Nuts
31.25,17,39,0,Black,Paddy
45.34,36,0,0,Black,Maize
45.92,9,30,5,Sandy,Ground Nuts
20,15,10,16,Black,Maize
55.84,11,8,16,Clayey,Oil seeds
44.86,10,4,4,Clayey,Ground Nuts
41.18,38,3,0,Clayey,Paddy
37.81,12,36,0,Sandy,Oil seeds
28.94,9,16,1,Sandy,Maize
48.75,19,18,0,Black,Maize
41.45,7,16,14,Red,Wheat
24.67,42,0,0,Red,Oil seeds
34.63,13,9,1,Sandy,Cotton
24.01,1,17,14,Clayey,Oil seeds
38.54,10,37,1,Clayey,Barley
43.81,5,23,6,Loamy,Maize
36.23,10,43,0,Red,Wheat
43.22,10,10,2,Red,Barley
44.72,12,8,10,Sandy,Barley
27.07,7,13,3,Red,Tobacco
40.86,8,41,0,Clayey,Pulses
57.33,9,27,5,Red,Oil seeds
45.42,20,17,0,Loamy,Cotton
70,40,1,0,Loamy,Wheat
57,40,3,0,Black,Ground Nuts
53.78,11,18,9,Red,Maize
21.74,13,13,13,Black,Sugarcane
56.1,6,12,0,Black,Paddy
69.24,14,37,0,Red,Maize
50.68,13,35,9,Sandy,Maize
27.63,8,20,15,Loamy,Millets
44.8,8,18,17,Loamy,Maize
41.31,8,42,1,Red,Ground Nuts
67.62,9,25,7,Black,Ground Nuts
51.62,9,32,0,Clayey,Barley
60.02,6,9,0,Sandy,Millets
33.28,12,29,3,Red,Millets
40.98,13,33,6,Loamy,Maize
47.22,14,12,0,Loamy,Tobacco
35.82,21,24,0,Red,Pulses
42.26,21,17,1,Loamy,Wheat
30.33,37,4,0,Sandy,Millets
39.3,11,37,0,Sandy,Cotton
57.68,36,0,0,Black,Ground Nuts
34.88,18,21,0,Loamy,Ground Nuts
41.01,38,0,0,Loamy,Oil seeds
38.24,13,16,17,Black,Barley
60.07,35,0,0,Loamy,Tobacco
47.41,23,13,0,Sandy,Millets
25.12,40,0,3,Loamy,Wheat
27.42,35,0,1,Clayey,Oil seeds
36.9,44,3,0,Sandy,Ground Nuts
49.11,20,21,0,Clayey,Paddy
35.48,23,14,4,Clayey,Sugarcane
44.52,7,27,9,Sandy,Ground Nuts
47.34,20,20,0,Loamy,Pulses
37.85,42,0,0,Clayey,Wheat
35.54,11,40,0,Loamy,Wheat
35.12,7,25,12,Loamy,Maize
47.02,45,2,4,Sandy,Ground Nuts
27.44,9,15,17,Clayey,Millets
39.29,7,23,10,Sandy,Pulses
37.98,18,38,0,Black,Tobacco
31.28,8,13,0,Black,Cotton
35.61,9,35,0,Loamy,Ground Nuts
33.14,10,13,0,Loamy,Paddy
66.38,14,19,3,Red,Maize
20,10,25,14,Loamy,Paddy
25.34,38,1,0,Loamy,Barley
21.57,8,36,0,Sandy,Pulses
56.88,10,33,0,Clayey,Oil seeds
30.71,24,25,2,Black,Cotton
35.09,44,0,0,Clayey,Tobacco
34.06,6,14,1,Black,Wheat
49.07,10,4,0,Black,Wheat
36.62,21,22,0,Clayey,Pulses
34.22,43,0,0,Red,Tobacco
50.87,7,36,2,Sandy,Oil seeds
23.34,8,38,3,Black,Ground Nuts
30.67,17,14,12,Clayey,Oil seeds
42.85,23,23,3,Loamy,Maize
40.59,11,36,1,Clayey,Cotton
62.87,7,39,0,Sandy,Millets
40.15,5,9,0,Clayey,Sugarcane
55.12,10,6,0,Black,Paddy
44.55,15,34,4,Black,Barley
44.73,21,13,0,Clayey,Sugarcane
26.09,15,13,11,Red,Oil seeds
28.59,20,22,0,Black,Millets
31.94,15,44,0,Red,Paddy
48.59,15,31,4,Black,Maize
62.03,17,36,0,Clayey,Millets
41.09,36,2,0,Sandy,Maize
39.96,38,4,1,Sandy,Tobacco
26.06,7,33,4,Black,Tobacco
42.26,26,18,0,Sandy,Maize
23.58,36,0,0,Clayey,Millets
30.27,11,12,0,Red,Tobacco
42.65,42,2,2,Red,Barley
48.23,27,17,2,Black,Tobacco
28.54,16,36,0,Black,Cotton
67.14,10,10,0,Red,Paddy
58.99,41,0,0,Red,Oil seeds
57.43,5,30,11,Loamy,Pulses
43.9,21,28,0,Sandy,Cotton
55.5,7,19,13,Clayey,Millets
37.82,33,0,0,Red,Wheat
48,8,13,4,Black,Sugarcane
31.85,6,28,11,Loamy,Barley
41.64,25,14,0,Clayey,Maize
50.89,21,27,0,Black,Maize
49.79,22,20,1,Clayey,Millets
32.91,1,19,22,Black,Pulses
41.35,26,24,0,Clayey,Paddy
38.98,12,11,0,Loamy,Millets
52.55,18,16,4,Sandy,Tobacco
42.11,12,16,13,Loamy,Cotton
56.49,8,15,10,Sandy,Oil seeds
22.61,9,19,15,Black,Millets
31.87,15,34,0,Clayey,Pulses
32.96,42,0,4,Loamy,Maize
46.92,18,19,0,Clayey,Pulses
22.98,8,29,11,Sandy,Oil seeds
32.62,13,37,3,Clayey,Millets
66.35,9,14,0,Clayey,Paddy
70,43,4,0,Sandy,Paddy
36.24,15,38,4,Black,Paddy
37.57,11,17,3,Loamy,Tobacco
34.38,3,21,19,Loamy,Wheat
38.9,20,24,4,Red,Barley
62.59,13,37,0,Sandy,Tobacco
42.35,25,20,1,Sandy,Pulses
47.09,11,32,8,Clayey,Barley
45.14,8,33,0,Clayey,Pulses
38.48,41,0,0,Clayey,Oil seeds
30.03,32,2,1,Sandy,Sugarcane
25.98,11,10,0,Loamy,Wheat
57.52,14,13,18,Black,Maize
50.85,24,19,3,Black,Wheat
41.89,7,12,17,Clayey,Tobacco
37.82,9,41,0,Sandy,Pulses
50.05,38,0,2,Red,Maize
37.03,21,20,1,Sandy,Millets
60.3,9,38,0,Loamy,Millets
32.7,35,0,2,Clayey,Ground Nuts
34.87,17,37,0,Black,Paddy
41.75,17,11,0,Sandy,Maize
48.61,18,28,4,Clayey,Maize
45.61,16,40,0,Black,Sugarcane
40.73,44,0,0,Black,Pulses
67.6,13,37,3,Red,Barley
52.77,10,19,22,Clayey,Pulses
49.42,5,24,5,Sandy,Paddy
37.08,32,0,2,Loamy,Pulses
47.5,37,2,4,Black,Tobacco
62.43,38,2,0,Sandy,Millets
36.94,10,21,17,Red,Maize
57.41,1,27,5,Loamy,Cotton
59.57,40,4,0,Sandy,Wheat
61.74,7,8,2,Loamy,Tobacco
40.05,1,15,17,Red,Pulses
45.73,31,0,2,Sandy,Ground Nuts
55.77,8,28,3,Red,Tobacco
31.05,21,18,0,Loamy,Ground Nuts
35.77,22,18,1,Red,Paddy
57.26,35,2,0,Loamy,Pulses
31.84,16,36,0,Clayey,Paddy
27.16,12,31,10,Loamy,Millets
50.6,3,13,17,Clayey,Sugarcane
55.68,10,12,16,Loamy,Ground Nuts
45.09,4,33,9,Clayey,Wheat
36.35,2,13,21,Red,Wheat
53.99,44,0,0,Loamy,Barley
35.53,25,22,0,Clayey,Maize
57.13,9,6,0,Red,Wheat
59.33,10,5,0,Loamy,Millets
70,2,27,7,Loamy,Sugarcane
61.81,6,36,9,Sandy,Millets
46.25,5,33,8,Clayey,Sugarcane
43.69,13,12,11,Loamy,Cotton
54.15,9,42,0,Sandy,Oil seeds
31.68,12,34,0,Loamy,Pulses
41.76,37,0,0,Sandy,Maize
37.98,17,35,3,Red,Ground Nuts
50.71,17,16,13,Loamy,Barley
33.51,12,9,0,Clayey,Ground Nuts
25.13,17,10,18,Clayey,Maize
48.22,8,13,12,Red,Oil seeds
35.03,34,4,1,Sandy,Ground Nuts
53.87,8,33,3,Sandy,Tobacco
36.41,16,13,0,Clayey,Pulses
38.83,10,17,0,Sandy,Oil seeds
28.11,4,30,8,Black,Ground Nuts
54.54,39,3,4,Loamy,Maize
42.61,17,22,4,Clayey,Barley
37.26,21,26,0,Red,Paddy
41.46,42,1,3,Red,Maize
33.02,11,25,5,Loamy,Ground Nuts
40.85,39,0,0,Red,Pulses
58.64,15,11,0,Black,Wheat
38.44,21,19,0,Black,Wheat
42.77,8,6,1,Sandy,Tobacco
48.69,40,0,0,Loamy,Wheat
39.97,16,11,6,Black,Oil seeds
27.27,35,0,3,Loamy,Maize
35.76,16,37,0,Sandy,Ground Nuts
58.25,9,36,3,Sandy,Tobacco
33.64,14,35,0,Clayey,Maize
36.07,15,20,15,Sandy,Paddy
42.28,14,12,2,Loamy,Wheat
63.25,3,31,13,Red,Sugarcane
34.78,35,0,3,Clayey,Millets
66.48,33,3,0,Loamy,Sugarcane
51.32,12,5,0,Clayey,Cotton
37.41,10,14,0,Red,Sugarcane
36.64,34,0,3,Loamy,Tobacco
28.48,12,34,0,Loamy,Oil seeds
46.02,25,27,0,Clayey,Pulses
39.5,8,18,16,Loamy,Sugarcane
50.13,24,21,0,Clayey,Pulses
36.57,18,24,3,Sandy,Wheat
49.03,12,11,10,Black,Wheat
48.46,19,14,0,Sandy,Pulses
37.11,10,6,4,Clayey,Maize
39.62,20,21,0,Sandy,Pulses
48.14,31,0,0,Black,Barley
38.72,14,42,2,Red,Barley
37.66,38,0,0,Black,Pulses
52.82,41,3,1,Sandy,Barley
34.17,27,25,0,Clayey,Ground Nuts
43.91,13,14,17,Black,Tobacco
70,15,31,1,Black,Ground Nuts
35.92,38,3,1,Red,Sugarcane
65.15,14,42,2,Loamy,Ground Nuts
51.6,13,33,0,Sandy,Oil seeds
41.43,39,0,0,Black,Pulses
35.57,20,18,0,Black,Oil seeds
31.53,13,13,7,Sandy,Tobacco
32.51,45,0,1,Sandy,Tobacco
20,10,25,5,Black,Millets
26.11,10,43,0,Loamy,Tobacco
66.9,38,3,0,Sandy,Sugarcane
39.14,15,34,0,Black,Paddy
44.36,15,42,4,Sandy,Millets
58.13,13,28,11,Loamy,Sugarcane
42.01,12,12,4,Sandy,Ground Nuts
25.36,38,0,3,Clayey,Maize
35.77,21,26,0,Sandy,Ground Nuts
51.75,14,40,0,Loamy,Pulses
39.38,4,16,0,Loamy,Millets
39.12,44,0,2,Loamy,Tobacco
57.19,15,13,0,Clayey,Millets
26.89,38,2,1,Black,Paddy
53.44,3,33,6,Loamy,Ground Nuts
33.69,38,0,0,Loamy,Cotton
47.7,19,16,0,Sandy,Millets
65.23,14,36,0,Red,Cotton
20,2,21,19,Red,Millets
24.49,9,42,0,Clayey,Maize
26.19,9,29,12,Sandy,Oil seeds
57.03,34,0,2,Sandy,Barley
58.06,10,11,12,Red,Oil seeds
68.02,8,11,0,Black,Cotton
44.68,42,4,2,Red,Tobacco
38.48,5,24,19,Sandy,Sugarcane
37.95,23,25,1,Black,Pulses
31.33,41,2,1,Red,Sugarcane
37.44,33,0,2,Black,Paddy
42.24,34,0,0,Clayey,Millets
63.27,38,0,0,Loamy,Maize
38.47,15,40,0,Red,Millets
31.26,17,17,0,Black,Wheat
40.66,41,0,0,Loamy,Sugarcane
70,6,13,10,Black,Barley
47.51,6,17,14,Sandy,Pulses
53.98,10,13,19,Black,Tobacco
32.9,7,39,3,Loamy,Sugarcane
53.77,19,42,0,Loamy,Oil seeds
69.57,14,40,4,Red,Ground Nuts
36.71,17,44,4,Loamy,Cotton
49.31,15,8,0,Loamy,Ground Nuts
42.46,8,35,0,Red,Ground Nuts
39.68,7,27,4,Black,Sugarcane
26.37,35,2,1,Loamy,Millets
40.76,16,21,2,Black,Pulses
67.85,13,36,0,Loamy,Millets
29.89,15,7,16,Sandy,Sugarcane
38.34,13,11,15,Black,Oil seeds
38.87,21,19,0,Red,Sugarcane
35.69,14,10,0,Black,Millets
52.02,22,15,0,Clayey,Ground Nuts
40.85,19,13,0,Black,Maize
28.79,16,40,1,Red,Wheat
34.82,7,27,12,Sandy,Cotton
53.44,43,0,0,Clayey,Oil seeds
44.94,24,22,0,Red,Cotton
22.86,11,13,0,Black,Oil seeds
60.53,12,36,7,Black,Oil seeds
33.55,35,0,0,Red,Wheat
32.04,5,27,7,Loamy,Maize
37.3,6,13,22,Black,Tobacco
50.29,16,7,0,Black,Oil seeds
65.87,18,40,1,Clayey,Barley
58.56,11,10,14,Red,Ground Nuts
33.26,35,4,0,Sandy,Millets
37.41,1,19,21,Sandy,Millets
36.08,31,0,0,Loamy,Paddy
51.49,10,41,2,Clayey,Millets
58.35,12,37,3,Black,Millets
57.8,6,16,0,Black,Cotton
52.98,2,25,6,Clayey,Pulses
45.17,13,36,0,Red,Paddy
53.35,13,5,0,Red,Oil seeds
34.9,10,24,14,Red,Barley
59.26,11,15,16,Black,Maize
21.87,42,1,0,Black,Millets
58.54,12,12,0,Black,Barley
45.88,1,14,18,Sandy,Barley
57.82,9,16,3,Sandy,Sugarcane
53.91,23,28,0,Sandy,Pulses
67.14,38,2,0,Red,Millets
33.53,14,16,3,Sandy,Sugarcane
36.33,11,38,0,Loamy,Pulses
39.08,45,0,0,Red,Paddy
64.99,9,29,6,Clayey,Tobacco
56.19,6,14,12,Loamy,Paddy
58.64,38,0,0,Clayey,Sugarcane
44.38,24,16,0,Clayey,Cotton
59.73,6,32,11,Red,Cotton
35.68,41,3,0,Black,Cotton
44.9,27,20,0,Sandy,Maize
39.53,39,0,3,Red,Cotton
39.42,20,26,2,Red,Pulses
34.86,16,42,0,Red,Millets
37.54,23,24,0,Black,Maize
27.41,13,14,6,Loamy,Ground Nuts
26.41,19,24,3,Black,Wheat
58.37,13,16,0,Black,Barley
37.25,31,2,0,Loamy,Oil seeds
70,5,14,0,Black,Sugarcane
49.29,17,14,13,Clayey,Paddy
37.17,15,39,0,Black,Sugarcane
38.56,26,17,0,Clayey,Tobacco
62.97,17,42,2,Red,Cotton
37.61,35,3,0,Loamy,Barley
39.24,6,16,20,Red,Barley
61.25,36,0,0,Red,Millets
43.18,10,6,0,Loamy,Sugarcane
61.19,6,11,2,Red,Millets
64.88,14,35,3,Clayey,Oil seeds
60.18,39,0,0,Red,Cotton
55.91,8,11,9,Black,Cotton
64.89,7,32,9,Loamy,Barley
58.06,13,37,0,Loamy,Tobacco
20,18,13,13,Sandy,Pulses
30.84,15,18,17,Red,Paddy
34.24,11,11,15,Sandy,Maize
28.42,12,36,3,Clayey,Millets
42.32,10,11,4,Clayey,Paddy
35.51,13,25,12,Red,Wheat
43.06,9,12,0,Loamy,Cotton
34.02,17,28,2,Clayey,Barley
63.35,13,14,0,Red,Wheat
40.91,42,0,0,Loamy,Tobacco
20,7,12,19,Red,Millets
34.67,13,33,3,Clayey,Cotton
37.49,44,0,0,Clayey,Millets
30.3,31,4,1,Clayey,Wheat
30.19,25,16,0,Loamy,Tobacco
52.71,9,23,13,Red,Wheat
53.37,5,32,3,Red,Paddy
57.23,10,18,19,Red,Sugarcane
34.45,4,33,3,Black,Wheat
37.08,23,24,0,Sandy,Sugarcane
42.85,5,31,10,Red,Tobacco
27.52,13,41,0,Black,Maize
39.36,10,12,4,Red,Oil seeds
57.58,38,3,0,Sandy,Millets
50.06,9,28,7,Sandy,Cotton
70,10,10,1,Loamy,Ground Nuts
57.15,16,5,0,Clayey,Millets
53.78,5,11,14,Clayey,Cotton
68.55,37,0,4,Loamy,Cotton
50.38,18,20,3,Clayey,Cotton
56.5,11,40,0,Clayey,Maize
28.08,34,1,2,Red,Millets
26.26,6,32,11,Red,Ground Nuts
20.33,15,36,0,Loamy,Tobacco
49.01,1,12,14,Clayey,Wheat
31.88,41,4,0,Loamy,Paddy
38.75,38,4,0,Sandy,Pulses
36.36,20,20,2,Sandy,Cotton
38.11,35,1,1,Sandy,Barley
55.11,17,8,0,Sandy,Barley
36,21,26,0,Clayey,Ground Nuts
37.6,25,18,0,Loamy,Sugarcane
50.87,11,37,2,Clayey,Cotton
36.38,12,33,0,Clayey,Oil seeds
20,9,30,8,Black,Wheat
33.83,7,32,3,Red,Paddy
48.04,9,36,0,Black,Paddy
31.75,35,0,2,Clayey,Sugarcane
41.08,38,0,0,Clayey,Maize
46.71,41,0,0,Clayey,Wheat
40.91,19,18,2,Clayey,Oil seeds
43.54,36,0,0,Black,Ground Nuts
29.74,32,3,0,Loamy,Millets
44.04,41,0,0,Loamy,Wheat
70,8,10,14,Red,Maize
31.15,10,8,4,Black,Maize
68.4,4,28,5,Red,Barley
56.4,11,5,3,Red,Oil seeds
48.45,13,6,0,Loamy,Barley
39.38,10,14,1,Clayey,Tobacco
69.94,14,37,0,Black,Pulses
46.79,9,30,4,Black,Barley
32.12,37,1,0,Clayey,Millets
35.85,37,0,0,Black,Ground Nuts
34.24,37,0,0,Loamy,Ground Nuts
37.63,41,0,0,Sandy,Oil seeds
40.46,9,17,11,Clayey,Cotton
36.41,13,11,0,Black,Pulses
30.78,13,13,0,Clayey,Oil seeds
53.4,25,21,1,Sandy,Millets
57.22,40,0,0,Sandy,Paddy
37.72,38,0,0,Loamy,Pulses
28.94,15,39,0,Loamy,Ground Nuts
41.6,12,41,3,Red,Wheat
40.09,14,11,0,Clayey,Paddy
20,7,12,16,Black,Millets
46.44,27,27,3,Black,Tobacco
26.1,33,0,0,Loamy,Cotton
54.12,42,0,3,Sandy,Maize
54.99,17,40,0,Clayey,Sugarcane
46.6,20,16,0,Red,Cotton
24.13,42,3,0,Loamy,Cotton
29.13,11,33,2,Black,Sugarcane
28.27,42,0,0,Clayey,Pulses
28.5,2,21,14,Loamy,Barley
41.56,11,22,19,Sandy,Ground Nuts
49.55,21,24,0,Clayey,Maize
36.47,31,0,4,Loamy,Oil seeds
56.41,17,11,12,Sandy,Oil seeds
38.98,39,0,3,Clayey,Paddy
27.61,14,35,4,Loamy,Cotton
33.26,37,0,0,Red,Ground Nuts
32.35,40,0,0,Loamy,Cotton
40.65,17,37,0,Loamy,Paddy
64.39,18,35,0,Loamy,Millets
39.77,13,39,2,Clayey,Tobacco
38.37,32,4,1,Clayey,Wheat
64.71,3,29,12,Red,Cotton
55.7,41,4,3,Clayey,Barley
41.72,40,0,0,Red,Paddy
49.09,35,2,0,Black,Tobacco
39.11,23,13,3,Red,Pulses
70,4,10,0,Clayey,Sugarcane
42.1,16,42,2,Loamy,Pulses
31.1,18,36,0,Black,Pulses
53.59,12,10,19,Clayey,Pulses
40.76,23,22,0,Red,Wheat
60.31,9,30,6,Red,Ground Nuts
33.2,8,32,11,Loamy,Oil seeds
68.32,4,33,12,Clayey,Maize
30.6,10,35,0,Clayey,Ground Nuts
35.28,9,32,3,Red,Cotton
37.89,21,19,0,Black,Sugarcane
64.11,5,28,10,Loamy,Wheat
39.3,12,11,11,Clayey,Ground Nuts
23.3,42,0,1,Sandy,Ground Nuts
31.12,44,0,2,Clayey,Oil seeds
30.33,9,12,4,Black,Paddy
52.82,8,13,15,Clayey,Oil seeds
47.64,37,0,0,Loamy,Barley
54.73,35,2,4,Loamy,Paddy
32.48,15,10,0,Loamy,Pulses
44.21,26,17,4,Sandy,Millets
38.11,9,25,7,Red,Maize
56.09,11,14,11,Loamy,Ground Nuts
28.97,15,40,0,Black,Ground Nuts
50.32,14,8,17,Clayey,Pulses
54.78,7,32,6,Black,Cotton
55.57,4,10,0,Black,Cotton
33.06,7,18,6,Sandy,Pulses
64.34,14,36,0,Sandy,Pulses
54.74,42,1,0,Red,Millets
47.6,23,14,0,Red,Millets
51.95,37,0,0,Black,Pulses
30.91,38,1,2,Black,Barley
42.81,14,11,10,Loamy,Paddy
60.67,9,8,0,Loamy,Cotton
62.12,14,34,1,Sandy,Cotton
41.82,9,39,0,Loamy,Cotton
44.39,22,15,0,Red,Millets
47.14,39,2,0,Clayey,Maize
54.26,8,32,2,Black,Sugarcane
21.18,13,36,0,Red,Ground Nuts
24.06,15,38,0,Black,Maize
42.7,25,17,0,Loamy,Tobacco
53.54,5,25,7,Loamy,Barley
33.67,18,32,0,Loamy,Tobacco
42.34,16,26,2,Clayey,Sugarcane
32.46,44,0,3,Red,Ground Nuts
34.28,13,38,0,Clayey,Tobacco
43.13,20,27,1,Black,Barley
36.56,16,42,0,Red,Millets
48.43,3,31,8,Black,Tobacco
56.27,11,26,6,Red,Barley
37.96,40,0,2,Black,Barley
43.68,20,19,0,Loamy,Millets
40.88,10,11,3,Sandy,Tobacco
64.83,9,35,4,Sandy,Paddy
29.32,9,38,1,Clayey,Cotton
61.68,10,39,4,Black,Cotton
64.94,36,0,0,Sandy,Paddy
45.73,32,0,0,Clayey,Millets
56.53,15,13,14,Loamy,Wheat
69.39,40,0,0,Black,Maize
41.85,12,24,7,Loamy,Paddy
28.78,32,2,0,Sandy,Maize
